Date,Account Type,Account Name,Category,Revenue Amount,Expense Amount,COGS,Gross Profit,Operating Expenses,Operating Profit (EBIT),Net Profit,Current Assets,Non-Current Assets,Current Liabilities,Non-Current Liabilities,Equity,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Flow Category,Department,Region,Project,Currency,Budget Amount,Actual Amount
2023-04-30,Revenue,Licensing Revenue,Non-Operating,406794.98,0.0,206989.39,199805.59,0.0,199805.59,199805.59,0.0,0.0,0.0,0.0,0.0,338655.29,0.0,338655.29,Operating,Sales,Europe,Debt Refinancing 2024,EUR,445356.29,406794.98
2023-04-30,Revenue,Subscription Revenue,Operating,751875.73,0.0,410710.56,341165.17,0.0,341165.17,341165.17,0.0,0.0,0.0,0.0,0.0,691884.48,0.0,691884.48,Operating,Sales,North America,Customer 360 Initiative,USD,904265.75,751875.73
2023-04-30,Revenue,Licensing Revenue,Non-Operating,510325.6,0.0,235049.67,275275.93,0.0,275275.93,275275.93,0.0,0.0,0.0,0.0,0.0,458907.85,0.0,458907.85,Operating,Sales,Asia-Pacific,Data Platform Modernization,JPY,616682.06,510325.6
2023-04-30,Revenue,Service Revenue,Operating,684257.26,0.0,336083.73,348173.54,0.0,348173.54,348173.54,0.0,0.0,0.0,0.0,0.0,584978.88,0.0,584978.88,Operating,Marketing,North America,New Pricing Model 2.0,USD,651247.51,684257.26
2023-04-30,Revenue,Subscription Revenue,Operating,607041.76,0.0,319073.68,287968.08,0.0,287968.08,287968.08,0.0,0.0,0.0,0.0,0.0,521188.82,0.0,521188.82,Operating,Marketing,North America,New Pricing Model 2.0,USD,572995.4,607041.76
2023-04-30,Revenue,Product Sales,Operating,596672.53,0.0,331003.39,265669.14,0.0,265669.14,265669.14,0.0,0.0,0.0,0.0,0.0,499949.25,0.0,499949.25,Operating,Sales,Asia-Pacific,Cloud Migration,JPY,708571.02,596672.53
2023-04-30,Revenue,Maintenance Revenue,Operating,792979.91,0.0,370159.7,422820.22,0.0,422820.22,422820.22,0.0,0.0,0.0,0.0,0.0,675210.56,0.0,675210.56,Operating,Operations,North America,Product Launch Q3,USD,911792.84,792979.91
2023-04-30,Revenue,Service Revenue,Operating,372367.77,0.0,165221.21,207146.55,0.0,207146.55,207146.55,0.0,0.0,0.0,0.0,0.0,326726.25,0.0,326726.25,Operating,Sales,Middle East,Digital Self-Service Portal,USD,344665.05,372367.77
2023-04-30,Revenue,Maintenance Revenue,Operating,412056.75,0.0,203306.46,208750.29,0.0,208750.29,208750.29,0.0,0.0,0.0,0.0,0.0,351913.79,0.0,351913.79,Operating,Sales,Middle East,ERP Implementation,USD,384270.88,412056.75
2023-04-30,Revenue,Licensing Revenue,Non-Operating,730722.29,0.0,327062.49,403659.8,0.0,403659.8,403659.8,0.0,0.0,0.0,0.0,0.0,676188.07,0.0,676188.07,Operating,Sales,Asia-Pacific,Data Platform Modernization,JPY,697824.05,730722.29
2023-04-30,Revenue,Licensing Revenue,Non-Operating,792584.51,0.0,433773.98,358810.53,0.0,358810.53,358810.53,0.0,0.0,0.0,0.0,0.0,731858.81,0.0,731858.81,Operating,Sales,North America,Cybersecurity Hardening,USD,846592.92,792584.51
2023-04-30,Revenue,Licensing Revenue,Non-Operating,457643.53,0.0,233661.63,223981.9,0.0,223981.9,223981.9,0.0,0.0,0.0,0.0,0.0,385366.01,0.0,385366.01,Operating,Marketing,Asia-Pacific,Cloud Migration,JPY,391094.53,457643.53
2023-04-30,Revenue,Subscription Revenue,Operating,794933.06,0.0,397619.4,397313.66,0.0,397313.66,397313.66,0.0,0.0,0.0,0.0,0.0,740308.66,0.0,740308.66,Operating,Sales,North America,Cybersecurity Hardening,USD,986145.75,794933.06
2023-04-30,Expense,Rent Expense,Operating,0.0,44950.62,0.0,0.0,44950.62,-44950.62,-44950.62,0.0,0.0,0.0,0.0,0.0,0.0,44950.62,-44950.62,Operating,Operations,North America,New Pricing Model 2.0,USD,40704.5,44950.62
2023-04-30,Expense,Professional Services,Operating,0.0,102256.86,0.0,0.0,102256.86,-102256.86,-102256.86,0.0,0.0,0.0,0.0,0.0,0.0,102256.86,-102256.86,Operating,Finance,Middle East,ERP Implementation,USD,123667.89,102256.86
2023-04-30,Expense,Utilities Expense,Operating,0.0,244911.87,0.0,0.0,244911.87,-244911.87,-244911.87,0.0,0.0,0.0,0.0,0.0,0.0,244911.87,-244911.87,Operating,Operations,Asia-Pacific,AI Sales Copilot,JPY,218000.25,244911.87
2023-04-30,Expense,Professional Services,Operating,0.0,28858.67,0.0,0.0,28858.67,-28858.67,-28858.67,0.0,0.0,0.0,0.0,0.0,0.0,28858.67,-28858.67,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,28904.45,28858.67
2023-04-30,Expense,Utilities Expense,Operating,0.0,43989.82,0.0,0.0,43989.82,-43989.82,-43989.82,0.0,0.0,0.0,0.0,0.0,0.0,43989.82,-43989.82,Operating,Operations,Asia-Pacific,AI Sales Copilot,JPY,38085.88,43989.82
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,63658.39,0.0,0.0,63658.39,-63658.39,-63658.39,0.0,0.0,0.0,0.0,0.0,0.0,63658.39,-63658.39,Operating,Marketing,Asia-Pacific,AI Sales Copilot,JPY,55101.01,63658.39
2023-04-30,Expense,R&D Expense,Operating,0.0,67593.53,0.0,0.0,67593.53,-67593.53,-67593.53,0.0,0.0,0.0,0.0,0.0,0.0,67593.53,-67593.53,Operating,IT,Europe,Debt Refinancing 2024,EUR,74090.45,67593.53
2023-04-30,Expense,R&D Expense,Operating,0.0,70007.17,0.0,0.0,70007.17,-70007.17,-70007.17,0.0,0.0,0.0,0.0,0.0,0.0,70007.17,-70007.17,Operating,IT,Middle East,Middle East Distributor Program,USD,70260.64,70007.17
2023-04-30,Expense,Utilities Expense,Operating,0.0,34209.91,0.0,0.0,34209.91,-34209.91,-34209.91,0.0,0.0,0.0,0.0,0.0,0.0,34209.91,-34209.91,Operating,Operations,Europe,ERP Implementation,EUR,32361.91,34209.91
2023-04-30,Expense,Professional Services,Operating,0.0,48299.84,0.0,0.0,48299.84,-48299.84,-48299.84,0.0,0.0,0.0,0.0,0.0,0.0,48299.84,-48299.84,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,42288.34,48299.84
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,34848.71,0.0,0.0,34848.71,-34848.71,-34848.71,0.0,0.0,0.0,0.0,0.0,0.0,34848.71,-34848.71,Operating,IT,North America,Cybersecurity Hardening,USD,30023.72,34848.71
2023-04-30,Expense,R&D Expense,Operating,0.0,80212.33,0.0,0.0,80212.33,-80212.33,-80212.33,0.0,0.0,0.0,0.0,0.0,0.0,80212.33,-80212.33,Operating,IT,Middle East,Digital Self-Service Portal,USD,67470.49,80212.33
2023-04-30,Expense,Utilities Expense,Operating,0.0,43985.69,0.0,0.0,43985.69,-43985.69,-43985.69,0.0,0.0,0.0,0.0,0.0,0.0,43985.69,-43985.69,Operating,Operations,North America,Customer 360 Initiative,USD,39092.63,43985.69
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,25740.37,0.0,0.0,25740.37,-25740.37,-25740.37,0.0,0.0,0.0,0.0,0.0,0.0,25740.37,-25740.37,Operating,IT,North America,New Pricing Model 2.0,USD,31958.16,25740.37
2023-04-30,Expense,R&D Expense,Operating,0.0,62411.31,0.0,0.0,62411.31,-62411.31,-62411.31,0.0,0.0,0.0,0.0,0.0,0.0,62411.31,-62411.31,Operating,IT,Europe,Market Expansion Europe,EUR,53010.68,62411.31
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,115716.63,0.0,0.0,115716.63,-115716.63,-115716.63,0.0,0.0,0.0,0.0,0.0,0.0,115716.63,-115716.63,Operating,Marketing,North America,New Pricing Model 2.0,USD,111916.84,115716.63
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,84473.18,0.0,0.0,84473.18,-84473.18,-84473.18,0.0,0.0,0.0,0.0,0.0,0.0,84473.18,-84473.18,Operating,IT,Asia-Pacific,APAC Growth 2023,JPY,72655.99,84473.18
2023-04-30,Expense,Insurance Expense,Operating,0.0,40786.09,0.0,0.0,40786.09,-40786.09,-40786.09,0.0,0.0,0.0,0.0,0.0,0.0,40786.09,-40786.09,Operating,Finance,Asia-Pacific,APAC Growth 2023,JPY,34293.94,40786.09
2023-04-30,Expense,Rent Expense,Operating,0.0,105549.97,0.0,0.0,105549.97,-105549.97,-105549.97,0.0,0.0,0.0,0.0,0.0,0.0,105549.97,-105549.97,Operating,Operations,Middle East,Digital Self-Service Portal,USD,114227.42,105549.97
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,116002.28,0.0,0.0,116002.28,-116002.28,-116002.28,0.0,0.0,0.0,0.0,0.0,0.0,116002.28,-116002.28,Operating,Marketing,North America,Product Launch Q3,USD,100341.12,116002.28
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,7721.78,0.0,0.0,7721.78,-7721.78,-7721.78,0.0,0.0,0.0,0.0,0.0,0.0,7721.78,-7721.78,Operating,Marketing,North America,New Pricing Model 2.0,USD,8280.24,7721.78
2023-04-30,Expense,Salaries & Wages,Operating,0.0,69842.45,0.0,0.0,69842.45,-69842.45,-69842.45,0.0,0.0,0.0,0.0,0.0,0.0,69842.45,-69842.45,Operating,HR,North America,Product Launch Q3,USD,69112.94,69842.45
2023-04-30,Expense,Insurance Expense,Operating,0.0,44604.56,0.0,0.0,44604.56,-44604.56,-44604.56,0.0,0.0,0.0,0.0,0.0,0.0,44604.56,-44604.56,Operating,Finance,Africa,Working Capital Optimization,GBP,45783.4,44604.56
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,27052.04,0.0,0.0,27052.04,-27052.04,-27052.04,0.0,0.0,0.0,0.0,0.0,0.0,27052.04,-27052.04,Operating,Marketing,Middle East,Digital Self-Service Portal,USD,30142.55,27052.04
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,7945.24,0.0,0.0,7945.24,-7945.24,-7945.24,0.0,0.0,0.0,0.0,0.0,0.0,7945.24,-7945.24,Operating,Marketing,North America,Cybersecurity Hardening,USD,8120.26,7945.24
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,2104.88,0.0,0.0,2104.88,-2104.88,-2104.88,0.0,0.0,0.0,0.0,0.0,0.0,2104.88,-2104.88,Operating,IT,Europe,Working Capital Optimization,EUR,2051.25,2104.88
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,18930.63,0.0,0.0,18930.63,-18930.63,-18930.63,0.0,0.0,0.0,0.0,0.0,0.0,18930.63,-18930.63,Operating,IT,Asia-Pacific,APAC Growth 2023,JPY,19996.81,18930.63
2023-04-30,Expense,Travel Expense,Operating,0.0,101917.46,0.0,0.0,101917.46,-101917.46,-101917.46,0.0,0.0,0.0,0.0,0.0,0.0,101917.46,-101917.46,Operating,Sales,Africa,Digital Self-Service Portal,GBP,92247.68,101917.46
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,41423.19,0.0,0.0,41423.19,-41423.19,-41423.19,0.0,0.0,0.0,0.0,0.0,0.0,41423.19,-41423.19,Operating,Marketing,Middle East,ERP Implementation,USD,44870.75,41423.19
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,15216.33,0.0,0.0,15216.33,-15216.33,-15216.33,0.0,0.0,0.0,0.0,0.0,0.0,15216.33,-15216.33,Operating,IT,Middle East,ERP Implementation,USD,13997.31,15216.33
2023-04-30,Expense,Utilities Expense,Operating,0.0,39713.16,0.0,0.0,39713.16,-39713.16,-39713.16,0.0,0.0,0.0,0.0,0.0,0.0,39713.16,-39713.16,Operating,Operations,Asia-Pacific,AI Sales Copilot,JPY,45464.53,39713.16
2023-04-30,Expense,Travel Expense,Operating,0.0,93592.05,0.0,0.0,93592.05,-93592.05,-93592.05,0.0,0.0,0.0,0.0,0.0,0.0,93592.05,-93592.05,Operating,Sales,Middle East,Middle East Distributor Program,USD,111729.69,93592.05
2023-04-30,Expense,Salaries & Wages,Operating,0.0,33455.0,0.0,0.0,33455.0,-33455.0,-33455.0,0.0,0.0,0.0,0.0,0.0,0.0,33455.0,-33455.0,Operating,HR,Asia-Pacific,APAC Growth 2023,JPY,33737.38,33455.0
2023-04-30,Expense,Travel Expense,Operating,0.0,37990.13,0.0,0.0,37990.13,-37990.13,-37990.13,0.0,0.0,0.0,0.0,0.0,0.0,37990.13,-37990.13,Operating,Sales,North America,Cybersecurity Hardening,USD,31774.15,37990.13
2023-04-30,Expense,Salaries & Wages,Operating,0.0,126811.0,0.0,0.0,126811.0,-126811.0,-126811.0,0.0,0.0,0.0,0.0,0.0,0.0,126811.0,-126811.0,Operating,HR,Asia-Pacific,Data Platform Modernization,JPY,113566.36,126811.0
2023-04-30,Expense,Salaries & Wages,Operating,0.0,64301.51,0.0,0.0,64301.51,-64301.51,-64301.51,0.0,0.0,0.0,0.0,0.0,0.0,64301.51,-64301.51,Operating,HR,Africa,Automation Wave 2022,GBP,55141.26,64301.51
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,101531.63,0.0,0.0,101531.63,-101531.63,-101531.63,0.0,0.0,0.0,0.0,0.0,0.0,101531.63,-101531.63,Operating,Marketing,Asia-Pacific,Data Platform Modernization,JPY,88420.18,101531.63
2023-04-30,Expense,Insurance Expense,Operating,0.0,187337.27,0.0,0.0,187337.27,-187337.27,-187337.27,0.0,0.0,0.0,0.0,0.0,0.0,187337.27,-187337.27,Operating,Finance,Middle East,ERP Implementation,USD,213732.11,187337.27
2023-04-30,Expense,Rent Expense,Operating,0.0,10977.58,0.0,0.0,10977.58,-10977.58,-10977.58,0.0,0.0,0.0,0.0,0.0,0.0,10977.58,-10977.58,Operating,Operations,Asia-Pacific,Data Platform Modernization,JPY,10231.26,10977.58
2023-04-30,Expense,Insurance Expense,Operating,0.0,62874.6,0.0,0.0,62874.6,-62874.6,-62874.6,0.0,0.0,0.0,0.0,0.0,0.0,62874.6,-62874.6,Operating,Finance,Middle East,Middle East Distributor Program,USD,68749.8,62874.6
2023-04-30,Expense,Utilities Expense,Operating,0.0,91778.88,0.0,0.0,91778.88,-91778.88,-91778.88,0.0,0.0,0.0,0.0,0.0,0.0,91778.88,-91778.88,Operating,Operations,Europe,Debt Refinancing 2024,EUR,86423.1,91778.88
2023-04-30,Expense,Utilities Expense,Operating,0.0,43747.18,0.0,0.0,43747.18,-43747.18,-43747.18,0.0,0.0,0.0,0.0,0.0,0.0,43747.18,-43747.18,Operating,Operations,Asia-Pacific,Cloud Migration,JPY,53140.96,43747.18
2023-04-30,Expense,Rent Expense,Operating,0.0,100181.83,0.0,0.0,100181.83,-100181.83,-100181.83,0.0,0.0,0.0,0.0,0.0,0.0,100181.83,-100181.83,Operating,Operations,Africa,Automation Wave 2022,GBP,115475.98,100181.83
2023-04-30,Expense,Professional Services,Operating,0.0,62629.88,0.0,0.0,62629.88,-62629.88,-62629.88,0.0,0.0,0.0,0.0,0.0,0.0,62629.88,-62629.88,Operating,Finance,Europe,Market Expansion Europe,EUR,70202.86,62629.88
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,83699.08,0.0,0.0,83699.08,-83699.08,-83699.08,0.0,0.0,0.0,0.0,0.0,0.0,83699.08,-83699.08,Operating,IT,North America,Product Launch Q3,USD,99578.64,83699.08
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,37523.03,0.0,0.0,37523.03,-37523.03,-37523.03,0.0,0.0,0.0,0.0,0.0,0.0,37523.03,-37523.03,Operating,Marketing,Asia-Pacific,Cloud Migration,JPY,37549.49,37523.03
2023-04-30,Expense,Salaries & Wages,Operating,0.0,6716.4,0.0,0.0,6716.4,-6716.4,-6716.4,0.0,0.0,0.0,0.0,0.0,0.0,6716.4,-6716.4,Operating,HR,Asia-Pacific,Data Platform Modernization,JPY,5827.28,6716.4
2023-04-30,Expense,R&D Expense,Operating,0.0,42502.72,0.0,0.0,42502.72,-42502.72,-42502.72,0.0,0.0,0.0,0.0,0.0,0.0,42502.72,-42502.72,Operating,IT,North America,Cybersecurity Hardening,USD,45031.42,42502.72
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,168250.5,0.0,0.0,168250.5,-168250.5,-168250.5,0.0,0.0,0.0,0.0,0.0,0.0,168250.5,-168250.5,Operating,Marketing,Middle East,Digital Self-Service Portal,USD,178829.54,168250.5
2023-04-30,Expense,Salaries & Wages,Operating,0.0,77589.82,0.0,0.0,77589.82,-77589.82,-77589.82,0.0,0.0,0.0,0.0,0.0,0.0,77589.82,-77589.82,Operating,HR,North America,Product Launch Q3,USD,70502.31,77589.82
2023-04-30,Expense,Travel Expense,Operating,0.0,31757.47,0.0,0.0,31757.47,-31757.47,-31757.47,0.0,0.0,0.0,0.0,0.0,0.0,31757.47,-31757.47,Operating,Sales,North America,Product Launch Q3,USD,37815.83,31757.47
2023-04-30,Expense,Travel Expense,Operating,0.0,18411.71,0.0,0.0,18411.71,-18411.71,-18411.71,0.0,0.0,0.0,0.0,0.0,0.0,18411.71,-18411.71,Operating,Sales,Asia-Pacific,AI Sales Copilot,JPY,21904.78,18411.71
2023-04-30,Expense,Travel Expense,Operating,0.0,14253.94,0.0,0.0,14253.94,-14253.94,-14253.94,0.0,0.0,0.0,0.0,0.0,0.0,14253.94,-14253.94,Operating,Sales,North America,Customer 360 Initiative,USD,13910.42,14253.94
2023-04-30,Expense,Utilities Expense,Operating,0.0,15964.87,0.0,0.0,15964.87,-15964.87,-15964.87,0.0,0.0,0.0,0.0,0.0,0.0,15964.87,-15964.87,Operating,Operations,Asia-Pacific,Cloud Migration,JPY,13650.43,15964.87
2023-04-30,Expense,Salaries & Wages,Operating,0.0,129409.31,0.0,0.0,129409.31,-129409.31,-129409.31,0.0,0.0,0.0,0.0,0.0,0.0,129409.31,-129409.31,Operating,HR,North America,New Pricing Model 2.0,USD,118416.99,129409.31
2023-04-30,Expense,Utilities Expense,Operating,0.0,77397.68,0.0,0.0,77397.68,-77397.68,-77397.68,0.0,0.0,0.0,0.0,0.0,0.0,77397.68,-77397.68,Operating,Operations,Middle East,Digital Self-Service Portal,USD,67575.38,77397.68
2023-04-30,Expense,Travel Expense,Operating,0.0,108481.4,0.0,0.0,108481.4,-108481.4,-108481.4,0.0,0.0,0.0,0.0,0.0,0.0,108481.4,-108481.4,Operating,Sales,Europe,Market Expansion Europe,EUR,113510.31,108481.4
2023-04-30,Expense,Professional Services,Operating,0.0,132257.43,0.0,0.0,132257.43,-132257.43,-132257.43,0.0,0.0,0.0,0.0,0.0,0.0,132257.43,-132257.43,Operating,Finance,Europe,Debt Refinancing 2024,EUR,142868.68,132257.43
2023-04-30,Expense,R&D Expense,Operating,0.0,7729.73,0.0,0.0,7729.73,-7729.73,-7729.73,0.0,0.0,0.0,0.0,0.0,0.0,7729.73,-7729.73,Operating,IT,North America,Product Launch Q3,USD,6654.89,7729.73
2023-04-30,Expense,Marketing & Advertising,Operating,0.0,105332.64,0.0,0.0,105332.64,-105332.64,-105332.64,0.0,0.0,0.0,0.0,0.0,0.0,105332.64,-105332.64,Operating,Marketing,Middle East,ERP Implementation,USD,109618.58,105332.64
2023-04-30,Expense,IT Software Subscriptions,Operating,0.0,16677.03,0.0,0.0,16677.03,-16677.03,-16677.03,0.0,0.0,0.0,0.0,0.0,0.0,16677.03,-16677.03,Operating,IT,Europe,Working Capital Optimization,EUR,16022.86,16677.03
2023-04-30,Expense,Travel Expense,Operating,0.0,147042.22,0.0,0.0,147042.22,-147042.22,-147042.22,0.0,0.0,0.0,0.0,0.0,0.0,147042.22,-147042.22,Operating,Sales,Asia-Pacific,AI Sales Copilot,JPY,140430.55,147042.22
2023-04-30,Expense,Salaries & Wages,Operating,0.0,84013.08,0.0,0.0,84013.08,-84013.08,-84013.08,0.0,0.0,0.0,0.0,0.0,0.0,84013.08,-84013.08,Operating,HR,Middle East,ERP Implementation,USD,79366.06,84013.08
2023-04-30,Expense,Professional Services,Operating,0.0,14175.37,0.0,0.0,14175.37,-14175.37,-14175.37,0.0,0.0,0.0,0.0,0.0,0.0,14175.37,-14175.37,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,17336.3,14175.37
2023-04-30,Expense,R&D Expense,Operating,0.0,91752.58,0.0,0.0,91752.58,-91752.58,-91752.58,0.0,0.0,0.0,0.0,0.0,0.0,91752.58,-91752.58,Operating,IT,North America,Product Launch Q3,USD,87942.44,91752.58
2023-04-30,Expense,R&D Expense,Operating,0.0,3678.62,0.0,0.0,3678.62,-3678.62,-3678.62,0.0,0.0,0.0,0.0,0.0,0.0,3678.62,-3678.62,Operating,IT,Middle East,ERP Implementation,USD,3897.78,3678.62
2023-04-30,Expense,Depreciation Expense,Operating,0.0,162999.3,0.0,0.0,162999.3,-162999.3,-162999.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Europe,Capital Base Depreciation,EUR,165071.94,162999.3
2023-04-30,Expense,Interest Expense,Financing,0.0,355357.35,0.0,0.0,0.0,0.0,-355357.35,0.0,0.0,0.0,0.0,0.0,0.0,355357.35,-355357.35,Financing,Finance,Asia-Pacific,Debt Servicing,JPY,422769.84,355357.35
2023-04-30,Expense,Income Tax Expense,Taxes,0.0,770712.04,0.0,0.0,0.0,0.0,-770712.04,0.0,0.0,0.0,0.0,0.0,0.0,770712.04,-770712.04,Operating,Finance,Asia-Pacific,Tax Provision,JPY,799153.63,770712.04
2023-04-30,Asset,Cash and Cash Equivalents,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36399496.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Middle East,Company-Wide,USD,32225919.39,36399496.28
2023-04-30,Asset,Accounts Receivable,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7904615.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Asia-Pacific,Company-Wide,JPY,6597455.58,7904615.35
2023-04-30,Asset,Inventory,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25093358.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,26916681.63,25093358.07
2023-04-30,Asset,Prepaid Expenses,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6458101.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Europe,Company-Wide,EUR,6292744.79,6458101.62
2023-04-30,Asset,"Property, Plant & Equipment",Investing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94108868.19,0.0,0.0,0.0,0.0,0.0,0.0,Investing,Finance,Middle East,Company-Wide,USD,90946978.07,94108868.19
2023-04-30,Asset,Intangible Assets,Investing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45495702.32,0.0,0.0,0.0,0.0,0.0,0.0,Investing,Finance,Middle East,Company-Wide,USD,39254339.5,45495702.32
2023-04-30,Liability,Accounts Payable,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17546884.34,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,21812537.26,17546884.34
2023-04-30,Liability,Accrued Expenses,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10872759.12,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,9208080.76,10872759.12
2023-04-30,Liability,Short-Term Debt,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12363475.01,0.0,0.0,0.0,0.0,0.0,Financing,Finance,Middle East,Company-Wide,USD,14396436.95,12363475.01
2023-04-30,Liability,Deferred Revenue,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6551969.06,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,6325754.48,6551969.06
2023-04-30,Liability,Long-Term Debt,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30745633.59,0.0,0.0,0.0,0.0,Financing,Finance,Europe,Company-Wide,EUR,33155396.61,30745633.59
2023-04-30,Liability,Lease Liabilities,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20937542.19,0.0,0.0,0.0,0.0,Financing,Finance,Africa,Company-Wide,GBP,20508700.58,20937542.19
2023-04-30,Equity,Common Stock,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84691429.12,0.0,0.0,0.0,Financing,Finance,North America,Company-Wide,USD,75427116.49,84691429.12
2023-04-30,Equity,Retained Earnings,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26131014.45,0.0,0.0,0.0,Financing,Finance,North America,Company-Wide,USD,23794656.22,25971194.07
2023-04-30,Equity,Additional Paid-In Capital,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5779255.33,0.0,0.0,0.0,Financing,Finance,North America,Company-Wide,USD,7186498.31,5779255.33
2023-04-30,Asset,Accounts Receivable - Aging Split,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51848.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Asia-Pacific,Company-Wide,JPY,43637.52,51848.49
2023-04-30,Asset,Accounts Receivable - Aging Split,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107971.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,93210.19,107971.89
2023-05-31,Revenue,Licensing Revenue,Non-Operating,317062.34,0.0,142391.9,174670.44,0.0,174670.44,174670.44,0.0,0.0,0.0,0.0,0.0,291136.44,0.0,291136.44,Operating,Sales,Africa,Automation Wave 2022,GBP,342914.69,317062.34
2023-05-31,Revenue,Maintenance Revenue,Operating,593401.64,0.0,301424.39,291977.25,0.0,291977.25,291977.25,0.0,0.0,0.0,0.0,0.0,527638.32,0.0,527638.32,Operating,Operations,North America,Cybersecurity Hardening,USD,624360.74,593401.64
2023-05-31,Revenue,Product Sales,Operating,530000.39,0.0,250797.23,279203.16,0.0,279203.16,279203.16,0.0,0.0,0.0,0.0,0.0,486737.53,0.0,486737.53,Operating,Sales,North America,New Pricing Model 2.0,USD,451981.51,530000.39
2023-05-31,Revenue,Licensing Revenue,Non-Operating,598898.94,0.0,269042.11,329856.84,0.0,329856.84,329856.84,0.0,0.0,0.0,0.0,0.0,534107.1,0.0,534107.1,Operating,Marketing,Asia-Pacific,AI Sales Copilot,JPY,673880.0,598898.94
2023-05-31,Revenue,Licensing Revenue,Non-Operating,474496.95,0.0,211120.53,263376.43,0.0,263376.43,263376.43,0.0,0.0,0.0,0.0,0.0,415285.94,0.0,415285.94,Operating,Operations,North America,Cybersecurity Hardening,USD,455507.83,474496.95
2023-05-31,Revenue,Product Sales,Operating,270548.7,0.0,138808.67,131740.03,0.0,131740.03,131740.03,0.0,0.0,0.0,0.0,0.0,239322.24,0.0,239322.24,Operating,Sales,Africa,Digital Self-Service Portal,GBP,233365.52,270548.7
2023-05-31,Revenue,Licensing Revenue,Non-Operating,496081.36,0.0,267386.23,228695.12,0.0,228695.12,228695.12,0.0,0.0,0.0,0.0,0.0,464198.07,0.0,464198.07,Operating,Sales,North America,New Pricing Model 2.0,USD,539160.35,496081.36
2023-05-31,Revenue,Maintenance Revenue,Operating,738003.65,0.0,384305.14,353698.51,0.0,353698.51,353698.51,0.0,0.0,0.0,0.0,0.0,673848.36,0.0,673848.36,Operating,Operations,North America,Customer 360 Initiative,USD,817049.53,738003.65
